Surat,Ayat,Teks,processed_advanced
65,9,"Maka, mereka telah merasakan akibat buruk dari perbuatannya, dan akibat perbuatan mereka itu adalah kerugian yang besar.",rasa akibat buruk buat akibat buat rugi besar
65,10,"Allah telah menyediakan azab yang sangat pedih bagi mereka. Maka, bertakwalah kepada Allah, wahai ululalbab (orang-orang yang berakal sehat, berhati bersih, dan cerdas,) (yaitu) orang-orang yang beriman. Sungguh, Allah telah menurunkan peringatan kepadamu",sedia azab pedih takwa wahai ululalbab iman turun ingat kepada
65,11,"(berupa) seorang Rasul yang membacakan ayat-ayat Allah kepadamu yang menerangkan (bermacam-macam hukum) agar dia mengeluarkan orang-orang yang beriman dan mengerjakan kebajikan dari kegelapan kepada cahaya. Siapa yang beriman kepada Allah dan mengerjakan kebajikan, niscaya akan Dia masukkan ke dalam surga-surga yang mengalir di bawahnya sungai-sungai. Mereka kekal di dalamnya selama-lamanya. Sungguh, Allah telah menganugerahkan rezeki yang baik kepadanya.",orang rasul baca ayat ayat kepada terang keluar iman kerja kebaji gelap cahaya siapa iman kerja kebaji niscaya masuk surga surga alir bawah sungai sungai kekal dalam lama anugerah rezeki baik kepada
65,12,Allahlah yang menciptakan tujuh langit dan (menciptakan pula) bumi seperti itu. Perintah-Nya berlaku padanya agar kamu mengetahui bahwa Allah Maha Kuasa atas segala sesuatu dan ilmu Allah benar-benar meliputi segala sesuatu.,allah cipta tujuh langit bumi perintah laku pada tahu maha kuasa atas segala ilmu benar benar liput segala
66,1,"Wahai Nabi (Muhammad), mengapa engkau mengharamkan apa yang dihalalkan Allah bagimu? Engkau bermaksud menyenangkan hati istri-istrimu. Allah Maha Pengampun lagi Maha Penyayang.)",wahai nabi haram halal bagi maksud senang hati istri istri maha kam maha sayang
66,2,"Sungguh, Allah telah mensyariatkan untukmu pembebasan diri dari sumpahmu. Allah adalah pelindungmu dan Dia Maha Mengetahui lagi Maha Bijaksana.",syariat untuk bebas diri sumpah lindung maha tahu maha bijaksana
66,3,"(Ingatlah) ketika Nabi membicarakan secara rahasia suatu peristiwa kepada salah seorang istrinya (Hafsah). Kemudian, ketika dia menceritakan (peristiwa) itu (kepada Aisyah) dan Allah memberitahukannya (kejadian ini) kepadanya (Nabi), dia (Nabi) memberitahukan (kepada Hafsah) sebagian dan menyembunyikan sebagian yang lain. Ketika dia (Nabi) memberitahukan (pembicaraan) itu kepadanya (Hafsah), dia bertanya, “Siapa yang telah memberitahumu hal ini?” Nabi menjawab, “Yang memberitahuku adalah Allah Yang Maha Mengetahui lagi Maha Teliti.”",nabi bicara rahasia peristiwa salah orang istri cerita memberitahukannya kepada memberitahukan bagi sembunyi bagi lain memberitahukan kepada tanya siapa memberitahumu nabi jawab memberitahuku maha tahu maha teliti
66,4,"Jika kamu berdua bertobat kepada Allah, sungguh hati kamu berdua telah condong (pada kebenaran) dan jika kamu berdua saling membantu menyusahkan dia (Nabi), sesungguhnya Allahlah pelindungnya. Demikian juga Jibril dan orang-orang mukmin yang saleh. Selain itu, malaikat-malaikat (juga ikut) menolong.",dua tobat hati dua condong dua saling bantu susah allah lindung jibril mukmin saleh malaikat malaikat tolong
66,5,"Jika dia (Nabi) menceraikan kamu, boleh jadi Tuhannya akan memberi ganti kepadanya istri-istri yang lebih baik daripada kamu, yang berserah diri, yang beriman, yang taat, yang bertobat, yang beribadah, dan yang berpuasa, baik yang janda maupun yang perawan.",cerai tuhan beri ganti kepada istri istri baik serah diri iman taat tobat ibadah puasa baik janda maupun perawan
66,6,"Wahai orang-orang yang beriman, jagalah dirimu dan keluargamu dari api neraka yang bahan bakarnya adalah manusia dan batu. Penjaganya adalah malaikat-malaikat yang kasar dan keras. Mereka tidak durhaka kepada Allah terhadap apa yang Dia perintahkan kepadanya dan selalu mengerjakan apa yang diperintahkan.",wahai iman jaga diri keluarga api neraka bahan bakar manusia batu jaga malaikat malaikat kasar keras durhaka perintah kepada selalu kerja perintah
66,7,"Wahai orang-orang yang kufur, janganlah kamu mencari-cari alasan pada hari ini. Sesungguhnya kamu hanya diberi balasan (sesuai dengan) apa yang selama ini kamu kerjakan.",wahai kufur jangan cari cari alas hari beri balas kerja
66,8,"Wahai orang-orang yang beriman, bertobatlah kepada Allah dengan tobat yang semurni-murninya. Mudah-mudahan Tuhanmu akan menghapus kesalahan-kesalahanmu dan memasukkanmu ke dalam surga yang mengalir di bawahnya sungai-sungai pada hari ketika Allah tidak menghinakan Nabi dan orang-orang yang beriman bersamanya. Cahaya mereka memancar di hadapan dan di sebelah kanannya. Mereka berkata, “Ya Tuhan kami, sempurnakanlah untuk kami cahaya kami dan ampunilah kami. Sesungguhnya Engkau Maha Kuasa atas segala sesuatu.”",wahai iman tobat tobat murni murni mudah mudah tuhan hapus salah salah masuk surga alir bawah sungai sungai hari hina nabi iman sama cahaya pancar hadap belah kanan sempurna cahaya ampun maha kuasa atas segala
66,9,"Wahai Nabi, berjihadlah (melawan) orang-orang kafir dan orang-orang munafik dan bersikap keraslah terhadap mereka. Tempat mereka adalah (neraka) Jahanam dan itulah seburuk-buruk tempat kembali.",wahai nabi jihad kafir munafik sikap keras tempat jahanam itu buruk buruk tempat
66,10,"Allah membuat perumpamaan bagi orang-orang yang kufur, yaitu istri Nuh dan istri Lut. Keduanya berada di bawah (tanggung jawab) dua orang hamba yang saleh di antara hamba-hamba Kami, lalu keduanya berkhianat kepada (suami-suami)-nya. Mereka (kedua suami itu) tidak dapat membantunya sedikit pun dari (siksaan) Allah, dan dikatakan (kepada kedua istri itu), “Masuklah kamu berdua ke neraka bersama orang-orang yang masuk (neraka).”",buat umpama kufur istri nuh istri lut dua ada bawah hamba saleh hamba hamba dua khianat bantu sedikit kata masuk dua neraka sama masuk
66,11,"Allah juga membuat perumpamaan bagi orang-orang yang beriman, yaitu istri Fir‘aun, ketika dia berkata, “Ya Tuhanku, bangunkanlah untukku di sisi-Mu sebuah rumah dalam surga, selamatkanlah aku dari Fir‘aun dan perbuatannya, serta selamatkanlah aku dari kaum yang zalim.”",buat umpama iman istri fir aun tuhan bangun untuk sisi buah rumah surga selamat fir aun buat selamat kaum zalim
66,12,"Demikian pula Maryam putri Imran yang memelihara kehormatannya, lalu Kami meniupkan ke dalam rahimnya sebagian dari roh (ciptaan) Kami, dan yang membenarkan kalimat-kalimat Tuhannya dan kitab-kitab-Nya, serta yang termasuk orang-orang taat.",pula maryam putri imran pelihara hormat tiup rahim bagi roh benar kalimat kalimat tuhan kitab kitab masuk taat
67,1,"Maha Berkah Zat yang menguasai (segala) kerajaan dan Dia Maha Kuasa atas segala sesuatu,",maha berkah zat kuasa raja maha kuasa atas segala
67,2,"yaitu yang menciptakan kematian dan kehidupan untuk menguji kamu, siapa di antara kamu yang lebih baik amalnya. Dia Maha Perkasa lagi Maha Pengampun.",cipta mati hidup uji siapa baik amal maha perkasa maha kam
67,3,"(Dia juga) yang menciptakan tujuh langit berlapis-lapis. Kamu tidak akan melihat pada ciptaan Tuhan Yang Maha Pengasih ketidakseimbangan sedikit pun. Maka, lihatlah sekali lagi! Adakah kamu melihat suatu cela?",cipta tujuh langit lap lapis lihat cipta maha asih ketidakseimbangan sedikit lihat sekali lihat cela
67,4,"Kemudian, lihatlah sekali lagi (dan) sekali lagi (untuk mencari cela dalam ciptaan Allah), niscaya pandanganmu akan kembali kepadamu dengan kecewa dan dalam keadaan letih (karena tidak menemukannya).",lihat sekali sekali niscaya pandang kepada kecewa ada letih
67,5,"Sungguh, Kami benar-benar telah menghiasi langit dunia dengan bintang-bintang, menjadikannya (bintang-bintang itu) sebagai alat pelempar terhadap setan, dan menyediakan bagi mereka (setan-setan itu) azab (neraka) Sa‘ir (yang menyala-nyala).",benar benar hias langit dunia bintang bintang jadi alat lempar setan sedia azab
67,6,Orang-orang yang kufur kepada Tuhannya akan mendapat azab (neraka) Jahanam. Itulah seburuk-buruk tempat kembali.,kufur tuhan dapat azab jahanam buruk buruk tempat
67,7,"Apabila dilemparkan ke dalamnya (neraka), mereka pasti mendengar suaranya yang mengerikan saat ia membara.",apabila lempar dalam pasti dengar suara keri bara
67,8,"(Neraka itu) hampir meledak karena marah. Setiap kali ada sekumpulan (orang-orang kafir) dilemparkan ke dalamnya, penjaga-penjaganya bertanya kepada mereka, “Tidak pernahkah seorang pemberi peringatan datang kepadamu (di dunia)?”",hampir ledak marah kali kumpul lempar dalam jaga jaga tanya pernah orang beri ingat datang kepada
67,9,"Mereka menjawab, “Pernah! Sungguh, seorang pemberi peringatan telah datang kepada kami, tetapi kami mendustakan(-nya) dan mengatakan, ‘Allah tidak menurunkan sesuatu apa pun.’” (Para malaikat berkata,) “Kamu tidak lain hanyalah (berada) dalam kesesatan yang besar.”",jawab pernah orang beri ingat datang dusta turun lain hanya sesat besar
67,10,"Mereka juga berkata, “Andaikan dahulu kami mendengarkan atau memikirkan (peringatan itu), tentulah kami tidak termasuk ke dalam (golongan) para penghuni (neraka) Sa‘ir (yang menyala-nyala).”",andai dengar pikir tentu masuk huni
67,11,"Mereka mengakui dosanya (saat penyesalan tidak lagi bermanfaat). Maka, jauhlah (dari rahmat Allah) bagi para penghuni (neraka) Sa‘ir (yang menyala-nyala) itu.",aku dosa jauh huni
67,12,Sesungguhnya orang-orang yang takut kepada Tuhannya dengan tanpa melihat-Nya akan memperoleh ampunan dan pahala yang besar.,takut tuhan lihat oleh ampun pahala besar
67,13,Rahasiakanlah perkataanmu atau nyatakanlah. Sesungguhnya Dia Maha Mengetahui segala isi hati.,rahasia kata nyata maha tahu segala isi hati
67,14,"Apakah (pantas) Zat yang menciptakan itu tidak mengetahui, sedangkan Dia (juga) Maha Halus lagi Maha Mengetahui?",zat cipta tahu maha halus maha tahu
67,15,"Dialah yang menjadikan bumi untuk kamu dalam keadaan mudah dimanfaatkan. Maka, jelajahilah segala penjurunya dan makanlah sebagian dari rezeki-Nya. Hanya kepada-Nya kamu (kembali setelah) dibangkitkan.",dia jadi bumi ada mudah manfaat jelajah segala penjuru makan bagi rezeki bangkit
67,16,"Sudah merasa amankah kamu dari Zat yang di langit, yaitu (dari bencana) dibenamkannya bumi oleh-Nya bersama kamu ketika tiba-tiba ia terguncang?",rasa aman zat langit benam bumi sama tiba tiba guncang
67,17,"Atau, sudah merasa amankah kamu dari Zat yang di langit, yaitu (dari bencana) dikirimkannya badai batu oleh-Nya kepadamu? Kelak kamu akan mengetahui bagaimana (akibat mendustakan) peringatan-Ku.",sudah rasa aman zat langit kirim badai batu kepada kelak tahu ingat
67,18,"Sungguh, orang-orang sebelum mereka pun benar-benar telah mendustakan (rasul-rasul-Nya). Maka, betapa hebatnya kemurkaan-Ku!",benar benar dusta betapa hebat murka
67,19,Tidakkah mereka memperhatikan burung-burung yang mengembangkan dan mengatupkan sayapnya di atas mereka? Tidak ada yang menahannya (di udara) selain Yang Maha Pengasih. Sesungguhnya Dia Maha Melihat segala sesuatu.,tidak perhati burung burung kembang katup sayap atas tahan maha asih maha lihat segala
67,20,"Atau, siapakah yang akan menjadi bala tentara bagimu yang dapat menolongmu selain (Allah) Yang Maha Pengasih? Orang-orang kafir itu tidak lain hanyalah dalam (keadaan) tertipu.",siapa bala tentara bagi dapat tolong maha asih kafir hanya tipu
67,21,"Atau, siapakah yang dapat memberimu rezeki jika Dia menahan rezeki-Nya? Sebaliknya, mereka terus-menerus dalam kesombongan dan menjauhkan diri (dari kebenaran).",siapa dapat beri rezeki tahan rezeki balik terus terus sombong jauh diri
67,22,Apakah orang yang berjalan dengan wajah tertelungkup itu lebih mendapatkan petunjuk ataukah orang yang berjalan tegap di atas jalan yang lurus?,jalan wajah telungkup dapat tunjuk atau jalan tegap atas jalan lurus
67,23,"Katakanlah, “Dialah Zat yang menciptakanmu dan menjadikan bagimu pendengaran, penglihatan, dan hati nurani. (Akan tetapi,) sedikit sekali kamu bersyukur.”",kata dia zat cipta jadi bagi dengar lihat hati nurani sedikit sekali syukur
67,24,"Katakanlah, “Dialah yang menjadikan kamu berkembang biak di muka bumi dan kepada-Nyalah kamu akan dikumpulkan.”",kata dia jadi kembang biak muka bumi nyalah kumpul
67,25,"Mereka berkata, “Kapankah (datangnya) janji (azab) ini jika kamu orang-orang benar?”",kapan janji benar
67,26,"Katakanlah (Nabi Muhammad), “Sesungguhnya ilmu (tentang hari Kiamat itu) hanya ada pada Allah. Aku hanyalah seorang pemberi peringatan yang jelas.”",kata ilmu ada hanya orang beri ingat jelas
67,27,"Ketika mereka melihat azab (pada hari Kiamat) sudah dekat, wajah orang-orang kafir itu menjadi muram. Dikatakan (kepada mereka), “Ini adalah (sesuatu) yang dahulu kamu selalu mengaku (bahwa kamu tidak akan dibangkitkan).”",lihat azab dekat wajah kafir muram kata selalu aku
67,28,"Katakanlah (Nabi Muhammad), “Tahukah kamu jika Allah mematikan aku dan orang-orang yang bersamaku atau memberi rahmat kepada kami (dengan memperpanjang umur kami,) lalu siapa yang dapat melindungi orang-orang kafir dari azab yang pedih?”",kata tahu mati sama beri rahmat siapa dapat lindung kafir azab pedih
67,29,"Katakanlah (Nabi Muhammad), “Dialah Zat Yang Maha Pengasih, kami beriman kepada-Nya dan hanya kepada-Nya kami bertawakal. Kelak kamu akan tahu siapa yang berada dalam kesesatan yang nyata.”",kata dia zat maha asih iman hanya tawakal kelak tahu siapa ada sesat nyata
67,30,"Katakanlah (Nabi Muhammad), “Terangkanlah kepadaku jika (sumber) air kamu surut ke dalam tanah, siapa yang akan memberimu air yang mengalir?”",kata terang kepada air surut tanah siapa beri air alir
68,1,"Nūn. Demi pena dan apa yang mereka tuliskan,",n n pena tulis
68,2,berkat karunia Tuhanmu engkau (Nabi Muhammad) bukanlah orang gila.,berkat karunia tuhan bukan gila
68,3,Sesungguhnya bagi engkaulah pahala yang tidak putus-putus.,engkau pahala putus putus
68,4,Sesungguhnya engkau benar-benar berbudi pekerti yang agung.,benar benar budi pekerti agung
68,5,"Kelak engkau akan melihat dan mereka (orang-orang kafir) pun akan melihat,",kelak lihat lihat
68,6,siapa di antara kamu yang gila?,siapa gila
68,7,Sesungguhnya Tuhanmulah yang paling mengetahui siapa yang sesat dari jalan-Nya. Dialah yang paling mengetahui siapa orang yang mendapat petunjuk.,tuhan paling tahu siapa sesat jalan dia paling tahu siapa dapat tunjuk
68,8,"Maka, janganlah engkau patuhi orang-orang yang mendustakan (ayat-ayat Allah).",jangan patuh dusta
68,9,"Mereka menginginkan agar engkau bersikap lunak. Maka, mereka bersikap lunak (pula).",ingin sikap lunak sikap lunak
68,10,"Janganlah engkau patuhi setiap orang yang suka bersumpah lagi berkepribadian hina,",jangan patuh suka sumpah pribadi hina
68,11,"suka mencela, (berjalan) kian kemari menyebarkan fitnah (berita bohong),",suka cela kian kemari sebar fitnah
68,12,"merintangi segala yang baik, melampaui batas dan banyak dosa,",rintang segala baik lampau batas dosa
68,13,"bertabiat kasar, dan selain itu juga terkenal kejahatannya,",tabiat kasar selain kenal jahat
68,14,karena dia kaya dan mempunyai banyak anak.,kaya anak
68,15,"Apabila ayat-ayat Kami dibacakan kepadanya, dia berkata, “(Ini adalah) dongengan orang-orang terdahulu.”",apabila ayat ayat baca kepada dongeng dahulu
68,16,Kelak dia akan Kami beri tanda pada belalai (hidung)-nya.,kelak beri tanda belalai
68,17,"Sesungguhnya Kami telah menguji mereka (orang musyrik Makkah) sebagaimana Kami telah menguji pemilik-pemilik kebun ketika mereka bersumpah bahwa mereka pasti akan memetik (hasil)-nya pada pagi hari,",uji bagaimana uji milik milik kebun sumpah petik pagi hari
68,18,"tetapi mereka tidak mengecualikan (dengan mengucapkan, “Insyaallah”).",kecuali
68,19,"Lalu, kebun itu ditimpa bencana (yang datang) dari Tuhanmu ketika mereka sedang tidur.",kebun timpa bencana tuhan sedang tidur
68,20,"Maka, jadilah kebun itu hitam (karena terbakar) seperti malam yang gelap gulita.",jadi kebun hitam malam gelap gulita
68,21,"Lalu, mereka saling memanggil pada pagi hari,",saling panggil pagi hari
68,22,“Pergilah pagi-pagi ke kebunmu jika kamu hendak memetik hasil.”,pergi pagi pagi kebun hendak petik hasil
68,23,"Mereka pun berangkat sambil berbisik-bisik,",pun berangkat bisik bisik
68,24,“Pada hari ini jangan sampai ada orang miskin yang masuk ke dalam kebunmu.”,hari jangan ada miskin masuk kebun
68,25,Berangkatlah mereka pada pagi hari dengan niat menghalangi (orang-orang miskin). Mereka mengira mampu (melakukan hal itu).,berangkat pagi hari niat halang ira mampu
68,26,"Ketika melihat kebun itu, mereka berkata, “Sesungguhnya kita benar-benar orang sesat.",lihat kebun benar benar sesat
68,27,"Bahkan, kita tidak memperoleh apa pun.”",bahkan oleh
68,28,"Seorang yang paling bijak di antara mereka berkata, “Bukankah aku telah mengatakan kepadamu hendaklah kamu bertasbih (kepada Tuhanmu)?”",orang paling bijak bukankah kepada hendak tasbih
